ResourceCapacity.Hardware.CPU.CoreCount,ResourceCapacity.Hardware.CPU.ClockFrequency,ResourceCapacity.Hardware.CPU.Architecture,ResourceCapacity.Hardware.CPU.CacheSize,ResourceCapacity.Hardware.Memory.TotalCapacity,ResourceCapacity.Hardware.Memory.Type,ResourceCapacity.Hardware.Memory.Bandwidth,ResourceCapacity.Hardware.Storage.Capacity,ResourceCapacity.Hardware.Storage.Type,ResourceCapacity.Hardware.Storage.ReadWriteSpeed,ResourceCapacity.Hardware.Network.UpstreamBW,ResourceCapacity.Hardware.Network.DownstreamBW,ResourceCapacity.Hardware.Network.Latency,ResourceCapacity.OperationalStatus.Uptime24h,ResourceCapacity.OperationalStatus.CoreEligibility,ResourceCapacity.OperationalStatus.ResourceUsage.CPUUtilization,ResourceCapacity.OperationalStatus.ResourceUsage.MemUtilization,OnChainBehavior.TransactionCapability.AvgTPS,OnChainBehavior.TransactionCapability.CrossShardTx.InterNodeVolume,OnChainBehavior.TransactionCapability.CrossShardTx.InterShardVolume,OnChainBehavior.TransactionCapability.ConfirmationDelay,OnChainBehavior.TransactionCapability.ResourcePerTx.CPUPerTx,OnChainBehavior.TransactionCapability.ResourcePerTx.MemPerTx,OnChainBehavior.TransactionCapability.ResourcePerTx.DiskPerTx,OnChainBehavior.TransactionCapability.ResourcePerTx.NetworkPerTx,OnChainBehavior.BlockGeneration.AvgInterval,OnChainBehavior.BlockGeneration.IntervalStdDev,OnChainBehavior.EconomicContribution.FeeContributionRatio,OnChainBehavior.SmartContractUsage.InvocationFrequency,OnChainBehavior.TransactionTypes.NormalTxRatio,OnChainBehavior.TransactionTypes.ContractTxRatio,OnChainBehavior.Consensus.ParticipationRate,OnChainBehavior.Consensus.TotalReward,OnChainBehavior.Consensus.SuccessRate,NetworkTopology.GeoLocation.Timezone,NetworkTopology.GeoLocation.DataCenter,NetworkTopology.GeoLocation.Region,NetworkTopology.Connections.IntraShardConn,NetworkTopology.Connections.InterShardConn,NetworkTopology.Connections.WeightedDegree,NetworkTopology.Connections.ActiveConn,NetworkTopology.Hierarchy.Depth,NetworkTopology.Hierarchy.ConnectionDensity,NetworkTopology.Centrality.IntraShard.Eigenvector,NetworkTopology.Centrality.IntraShard.Closeness,NetworkTopology.Centrality.InterShard.Betweenness,NetworkTopology.Centrality.InterShard.Influence,NetworkTopology.ShardAllocation.Priority,NetworkTopology.ShardAllocation.ShardPreference,NetworkTopology.ShardAllocation.Adaptability,DynamicAttributes.Compute.CPUUsage,DynamicAttributes.Compute.MemUsage,DynamicAttributes.Compute.ResourceFlux,DynamicAttributes.Storage.Available,DynamicAttributes.Storage.Utilization,DynamicAttributes.Network.LatencyFlux,DynamicAttributes.Network.AvgLatency,DynamicAttributes.Network.BandwidthUsage,DynamicAttributes.Transactions.Frequency,DynamicAttributes.Transactions.ProcessingDelay,DynamicAttributes.Transactions.StakeChangeRate,DynamicAttributes.Reputation.Uptime24h,DynamicAttributes.Reputation.ReputationScore,HeterogeneousType.NodeType,HeterogeneousType.FunctionTags,HeterogeneousType.SupportedFuncs.Functions,HeterogeneousType.SupportedFuncs.Priorities,HeterogeneousType.Application.CurrentState,HeterogeneousType.Application.LoadMetrics.TxFrequency,HeterogeneousType.Application.LoadMetrics.StorageOps
36,2.5,x86,180,256,DDR5,156.8,16.7,SSD,680,2239,4478,24ms,0.992,true,56.1,28.1,499.5,nodeA:123;nodeB:101,shard1:119;shard2:64;shard3:182,1853ms,0.29,0.12,0.026,0.09,13s,3.3s,0.36,3653,0.77,0.23,0.91,20.0,0.86,UTC-3,AWS,sa-east-1,29,17,54.5,18,4,0.85,0.31,0.63,0.46,0.45,4,shard1:0.6;shard2:0.1;shard3:0.3,0.63,48.7,35.4,0.29,5.7,0.44,3.1,34ms,0.46,1744,367ms,0.14,0.977,80.9,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,active,2749,1904
4,4.2,x86,20,19,DDR5,12.1,1.8,HDD,526,959,5754,12ms,0.874,false,60.0,50.0,80.2,nodeA:142;nodeB:149,shard1:246;shard2:208;shard3:377;shard4:235,1388ms,0.29,0.14,0.016,0.09,22s,4.4s,0.33,2667,0.53,0.47,0.39,7.5,0.78,UTC-8,AWS,us-west-2,18,5,25.5,11,2,0.41,0.58,0.42,0.2,0.44,4,shard1:0.5;shard2:0.5,0.76,75.5,32.3,0.24,0.9,0.45,4.9,94ms,0.54,1515,426ms,0.25,0.852,84.2,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,maintenance,2581,121
8,2.8,ARM,64,128,DDR4,53.5,19.8,SSD,564,2375,38000,15ms,0.913,false,81.6,68.7,303.1,nodeA:187;nodeB:164;nodeC:121,shard1:262;shard2:238,269ms,0.12,0.03,0.04,0.05,28s,7.9s,0.2,3560,0.75,0.25,0.51,7.0,0.86,UTC-5,Google Cloud,us-east-1,37,18,64.0,37,4,0.59,0.11,0.23,0.36,0.45,2,shard1:0.4;shard2:0.6,0.5,43.0,44.9,0.25,5.3,0.45,11.0,86ms,0.85,1454,470ms,0.24,0.882,72.0,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,idle,646,583
11,2.5,ARM,77,53,DDR4,17.2,42.6,NVMe,1014,1032,6192,20ms,0.859,false,45.8,81.3,158.7,nodeA:140;nodeB:261;nodeC:201;nodeD:43,shard1:179;shard2:308,1276ms,0.16,0.14,0.025,0.07,18s,1.9s,0.16,2280,0.52,0.48,0.35,8.6,0.73,UTC-8,AWS,us-west-2,33,11,49.5,29,3,0.57,0.17,0.35,0.2,0.45,2,shard1:0.3;shard2:0.3;shard3:0.4,0.68,74.5,54.8,0.05,11.9,0.49,10.7,128ms,0.76,1500,483ms,0.22,0.876,62.4,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,idle,340,156
24,3.2,x86,96,183,DDR5,67.0,6.4,NVMe,663,2773,16638,184ms,0.962,true,41.9,83.5,999.2,nodeA:22;nodeB:289;nodeC:112,shard1:89;shard2:176;shard3:305,775ms,0.24,0.14,0.018,0.09,23s,4.1s,0.23,1451,0.53,0.47,0.9,5.4,0.91,UTC-3,AWS,sa-east-1,33,21,64.5,20,2,0.45,0.42,0.62,0.72,0.57,4,shard1:0.8;shard2:0.2,0.52,53.2,71.1,0.22,3.2,0.81,13.1,83ms,0.53,467,340ms,0.06,0.983,89.2,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,active,1217,1203
6,4.3,ARM,12,18,DDR5,6.8,0.6,NVMe,611,564,5640,67ms,0.909,false,20.4,82.9,214.0,nodeA:218;nodeB:263;nodeC:157;nodeD:236;nodeE:66,shard1:238;shard2:364;shard3:145,1127ms,0.13,0.12,0.038,0.1,19s,2.0s,0.11,2417,0.53,0.47,0.13,9.5,0.71,UTC+3,Yandex Cloud,ru-central1,7,8,19.0,5,3,0.46,0.49,0.4,0.11,0.28,4,shard1:0.6;shard2:0.1;shard3:0.3,0.87,48.5,73.9,0.28,0.2,0.59,7.1,178ms,0.89,1285,184ms,0.11,0.86,69.2,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,idle,918,1052
12,3.6,ARM,72,42,DDR5,18.7,32.5,HDD,889,1115,6690,32ms,0.948,false,67.9,36.0,224.3,nodeA:79;nodeB:26;nodeC:107;nodeD:264;nodeE:255,shard1:257;shard2:386;shard3:358;shard4:299,1075ms,0.12,0.03,0.008,0.01,18s,3.2s,0.22,3906,0.66,0.34,0.38,2.6,0.75,UTC-5,Google Cloud,us-east-1,47,5,54.5,26,5,0.42,0.19,0.4,0.13,0.55,3,shard1:0.6;shard2:0.3;shard3:0.1,0.65,77.1,74.2,0.21,22.3,0.5,13.9,115ms,0.44,210,668ms,0.09,0.917,70.8,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,idle,173,61
14,2.3,ARM,28,242,DDR4,190.0,14.0,NVMe,334,2970,17820,66ms,0.981,true,50.5,58.8,1290.0,nodeA:262;nodeB:79;nodeC:273;nodeD:197;nodeE:249,shard1:273;shard2:60;shard3:132;shard4:197,590ms,0.07,0.12,0.012,0.05,18s,1.6s,0.15,3747,0.79,0.21,0.79,18.0,0.93,UTC-8,AWS,us-west-2,48,33,97.5,36,2,0.52,0.46,0.91,0.56,0.57,4,shard1:0.5;shard2:0.5,0.85,68.7,61.0,0.15,6.9,0.59,9.3,269ms,0.45,174,590ms,0.02,0.991,90.0,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,high_load,1197,1878
15,3.6,x86,45,69,DDR5,45.6,29.9,NVMe,826,2206,28678,123ms,0.93,false,76.0,74.1,410.9,nodeA:254;nodeB:76;nodeC:74;nodeD:72;nodeE:41,shard1:103;shard2:135;shard3:372;shard4:110,778ms,0.22,0.03,0.027,0.03,20s,4.0s,0.13,3507,0.78,0.22,0.35,5.6,0.75,UTC+8,AWS,ap-southeast-1,37,13,56.5,29,3,0.41,0.53,0.45,0.42,0.34,1,shard1:0.8;shard2:0.2,0.8,37.8,39.6,0.14,12.1,0.51,1.7,156ms,0.88,1797,756ms,0.26,0.91,62.6,storage,"storage,data_service,archive","data_storage,archive_service,data_retrieval",data_storage:1;archive_service:2;data_retrieval:2,maintenance,306,1947
22,2.4,ARM,88,299,DDR5,212.2,7.4,NVMe,326,3298,49470,113ms,0.995,true,20.5,73.4,484.2,nodeA:175;nodeB:180;nodeC:196;nodeD:24;nodeE:163,shard1:362;shard2:125;shard3:256;shard4:278,1087ms,0.18,0.03,0.022,0.08,10s,2.1s,0.17,4438,0.57,0.43,0.83,36.0,0.93,UTC+3,Yandex Cloud,ru-central1,49,26,88.0,49,4,0.91,0.32,0.59,0.39,0.41,1,shard1:0.8;shard2:0.2,0.54,50.5,88.8,0.11,1.8,0.76,10.2,97ms,0.89,168,696ms,0.29,0.988,91.9,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,idle,1311,908
10,2.1,ARM,40,163,DDR4,108.0,9.4,HDD,249,2931,55689,183ms,0.985,true,26.5,53.6,817.1,nodeA:95;nodeB:237,shard1:91;shard2:97;shard3:81,750ms,0.09,0.02,0.041,0.06,8s,2.1s,0.19,3563,0.79,0.21,0.91,43.6,0.92,UTC+0,Digital Ocean,europe-central,32,13,51.5,19,5,0.49,0.81,0.72,0.89,0.72,5,shard1:0.8;shard2:0.1;shard3:0.1,0.77,88.1,65.8,0.24,5.2,0.51,5.0,91ms,0.76,1114,303ms,0.04,0.99,83.5,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,maintenance,1579,980
49,3.9,x86,392,263,DDR5,155.7,21.8,SSD,570,4322,73474,169ms,0.994,true,49.2,26.4,503.5,nodeA:251;nodeB:192;nodeC:213;nodeD:263,shard1:360;shard2:117;shard3:120;shard4:308,1492ms,0.23,0.04,0.037,0.09,6s,1.3s,0.24,367,0.7,0.3,0.94,76.4,0.89,UTC+3,Yandex Cloud,ru-central1,27,13,46.5,18,4,0.33,0.18,0.39,0.5,0.32,4,shard1:0.7;shard2:0.2;shard3:0.1,0.51,39.3,75.9,0.2,16.6,0.48,5.0,113ms,0.83,1051,52ms,0.05,0.967,91.8,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,maintenance,1810,1035
5,2.8,ARM,10,29,DDR5,21.6,1.6,HDD,210,986,6902,40ms,0.921,false,60.0,70.7,226.8,nodeA:50;nodeB:186;nodeC:112,shard1:79;shard2:202,1349ms,0.21,0.1,0.009,0.1,16s,4.6s,0.26,3998,0.6,0.4,0.11,5.4,0.83,UTC+8,AWS,ap-southeast-1,13,5,20.5,9,5,0.36,0.37,0.36,0.34,0.4,1,shard1:0.2;shard2:0.2;shard3:0.6,0.66,41.7,26.6,0.23,0.7,0.35,14.7,297ms,0.41,344,237ms,0.08,0.859,67.7,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,active,1768,1439
32,3.5,ARM,96,190,DDR5,105.3,9.1,SSD,237,2103,6309,166ms,0.965,true,58.7,19.6,528.9,nodeA:43;nodeB:102;nodeC:293;nodeD:55,shard1:95;shard2:252;shard3:112,1497ms,0.11,0.14,0.017,0.1,18s,2.0s,0.27,1128,0.52,0.48,0.78,19.4,0.81,UTC-8,AWS,us-west-2,80,19,108.5,63,3,0.81,0.7,0.7,0.85,0.58,1,shard1:0.7;shard2:0.3,0.89,92.5,65.3,0.28,2.7,0.34,13.9,159ms,0.69,1769,746ms,0.12,0.987,91.4,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,high_load,2496,1771
18,3.6,ARM,144,179,DDR4,78.1,8.6,HDD,449,2199,17592,155ms,0.989,true,62.0,16.1,953.5,nodeA:139;nodeB:272;nodeC:205,shard1:193;shard2:302,761ms,0.28,0.1,0.005,0.01,7s,1.1s,0.37,4105,0.7,0.3,0.95,68.4,0.98,UTC-5,Google Cloud,us-east-1,59,12,77.0,57,5,0.74,0.59,0.89,0.8,0.54,2,shard1:0.1;shard2:0.9,0.9,82.8,88.9,0.09,3.6,0.42,1.1,30ms,0.79,1443,776ms,0.11,0.982,91.0,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,maintenance,1341,1705
14,3.6,ARM,84,236,DDR4,151.3,9.9,HDD,186,3409,20454,23ms,0.986,true,28.9,80.3,1355.5,nodeA:52;nodeB:69;nodeC:34;nodeD:265,shard1:62;shard2:353;shard3:370,1271ms,0.23,0.06,0.043,0.01,23s,5.1s,0.36,116,0.78,0.22,0.83,2.5,0.94,UTC+0,Digital Ocean,europe-central,57,28,99.0,36,2,0.74,0.66,0.67,0.76,0.75,2,shard1:0.8;shard2:0.1;shard3:0.1,0.52,89.7,59.6,0.16,4.3,0.5,13.3,32ms,0.94,512,756ms,0.13,0.981,84.5,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,high_load,773,724
3,4.4,ARM,24,27,DDR5,16.5,1.6,NVMe,577,692,3460,148ms,0.859,false,24.2,17.3,128.3,nodeA:144;nodeB:90;nodeC:42,shard1:115;shard2:209,333ms,0.25,0.03,0.041,0.01,28s,1.9s,0.3,4681,0.42,0.58,0.52,6.2,0.78,UTC+3,Yandex Cloud,ru-central1,12,2,15.0,9,5,0.6,0.31,0.51,0.14,0.46,1,shard1:0.5;shard2:0.3;shard3:0.2,0.72,51.3,37.5,0.09,0.9,0.34,12.1,119ms,0.89,308,702ms,0.16,0.886,72.0,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,idle,2643,960
17,3.5,x86,68,158,DDR5,124.1,9.2,NVMe,268,1234,11106,72ms,0.974,true,78.5,75.1,922.1,nodeA:245;nodeB:119;nodeC:204;nodeD:42,shard1:151;shard2:151,600ms,0.29,0.1,0.014,0.02,21s,4.6s,0.31,3928,0.64,0.36,0.77,28.9,0.89,UTC+9,Alibaba Cloud,ap-northeast-1,56,25,93.5,33,2,0.6,0.83,0.52,0.43,0.4,2,shard1:0.2;shard2:0.6;shard3:0.2,0.83,60.3,38.9,0.22,6.1,0.79,12.3,212ms,0.43,427,56ms,0.12,0.981,80.5,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,idle,571,341
13,4.1,x86,26,69,DDR5,49.4,3.9,SSD,233,2386,19088,111ms,0.965,true,36.8,71.7,1160.9,nodeA:289;nodeB:267;nodeC:273;nodeD:262,shard1:347;shard2:255;shard3:376,1279ms,0.29,0.15,0.045,0.09,17s,1.4s,0.36,1171,0.72,0.28,0.74,11.9,0.86,UTC+3,Yandex Cloud,ru-central1,70,22,103.0,37,3,0.86,0.56,0.57,0.45,0.65,3,shard1:0.3;shard2:0.7,0.92,85.3,87.9,0.36,1.3,0.35,7.6,53ms,0.41,844,710ms,0.23,0.987,89.3,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,idle,833,709
5,3.4,x86,40,19,DDR5,8.1,0.6,SSD,206,402,6432,142ms,0.902,false,36.1,17.9,178.1,nodeA:261;nodeB:282,shard1:253;shard2:166,888ms,0.16,0.08,0.023,0.08,25s,3.0s,0.11,3718,0.49,0.51,0.42,0.9,0.77,UTC-5,Google Cloud,us-east-1,13,5,20.5,7,2,0.35,0.12,0.3,0.18,0.33,3,shard1:0.7;shard2:0.3,0.86,80.0,80.0,0.12,0.3,0.38,13.0,298ms,0.89,67,356ms,0.09,0.885,84.9,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,maintenance,1761,1733
45,2.9,x86,90,288,DDR4,208.2,16.0,SSD,547,2358,37728,147ms,0.989,true,59.1,41.2,546.5,nodeA:252;nodeB:49,shard1:315;shard2:55;shard3:137,762ms,0.13,0.12,0.027,0.07,10s,1.3s,0.23,3404,0.71,0.29,0.9,49.0,0.88,UTC+8,AWS,ap-southeast-1,28,14,49.0,19,5,0.94,0.2,0.4,0.31,0.28,1,shard1:0.8;shard2:0.1;shard3:0.1,0.66,92.5,66.5,0.16,4.8,0.7,3.5,270ms,0.32,457,121ms,0.27,0.969,75.1,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,maintenance,1292,1400
2,3.0,x86,16,14,DDR4,5.1,0.8,HDD,562,937,15929,16ms,0.866,false,60.3,36.7,100.7,nodeA:272;nodeB:230;nodeC:82,shard1:89;shard2:103;shard3:308,1139ms,0.12,0.02,0.011,0.02,27s,5.4s,0.17,2794,0.76,0.24,0.54,5.8,0.79,UTC-5,Google Cloud,us-east-1,14,9,27.5,12,4,0.55,0.51,0.62,0.27,0.27,5,shard1:0.4;shard2:0.2;shard3:0.4,0.85,59.8,84.2,0.11,0.4,0.54,14.2,142ms,0.88,373,330ms,0.27,0.904,76.7,light_node,"validation,relay","data_verification,tx_relay",data_verification:1;tx_relay:2,active,373,1479
59,3.9,x86,295,303,DDR4,203.9,28.0,SSD,526,1654,3308,180ms,0.985,true,69.6,24.6,602.2,nodeA:122;nodeB:66;nodeC:28,shard1:64;shard2:57;shard3:222,1450ms,0.17,0.03,0.03,0.03,12s,1.0s,0.35,1421,0.47,0.53,0.8,27.1,0.86,UTC+3,Yandex Cloud,ru-central1,30,12,48.0,15,4,0.4,0.28,0.31,0.11,0.47,2,shard1:0.6;shard2:0.4,0.71,33.1,66.3,0.23,16.7,0.7,2.4,177ms,0.59,1275,54ms,0.02,0.968,75.0,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,idle,1122,817
18,3.0,ARM,36,295,DDR5,136.1,21.6,SSD,332,3718,52052,48ms,0.998,true,28.5,30.0,413.9,nodeA:178;nodeB:141,shard1:269;shard2:174;shard3:367;shard4:90,855ms,0.05,0.11,0.006,0.03,8s,0.5s,0.34,3122,0.42,0.58,0.93,62.6,0.89,UTC-3,AWS,sa-east-1,26,27,66.5,25,3,0.46,0.15,0.36,0.35,0.36,2,shard1:0.2;shard2:0.8,0.66,71.3,82.5,0.16,15.4,0.59,5.7,249ms,0.55,1361,288ms,0.16,0.984,70.3,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,maintenance,186,1312
9,2.6,ARM,63,217,DDR5,172.4,8.2,NVMe,456,1549,15490,166ms,0.965,true,75.1,17.8,1291.8,nodeA:175;nodeB:166;nodeC:249,shard1:153;shard2:189;shard3:296;shard4:90,1049ms,0.21,0.06,0.006,0.09,25s,3.4s,0.16,542,0.76,0.24,0.83,20.9,0.84,UTC-8,AWS,us-west-2,68,27,108.5,67,4,0.42,0.75,0.53,0.59,0.78,1,shard1:0.4;shard2:0.2;shard3:0.4,0.8,39.2,38.3,0.08,4.6,0.8,14.0,140ms,0.63,922,792ms,0.15,0.983,83.6,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,maintenance,1836,411
23,2.0,ARM,115,173,DDR4,125.8,9.6,HDD,427,3000,18000,73ms,0.991,true,32.3,41.6,644.7,nodeA:144;nodeB:264;nodeC:37,shard1:373;shard2:396;shard3:64,390ms,0.14,0.1,0.008,0.02,12s,1.2s,0.37,134,0.41,0.59,0.95,54.2,0.97,UTC+3,Yandex Cloud,ru-central1,50,35,102.5,36,5,0.62,0.75,0.78,0.55,0.42,1,shard1:0.3;shard2:0.7,0.68,66.8,37.6,0.2,3.4,0.85,11.1,280ms,0.76,1350,755ms,0.12,0.981,86.9,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,idle,1836,1556
32,2.2,ARM,224,162,DDR4,80.8,10.2,HDD,202,3123,24984,26ms,0.992,true,31.6,44.9,1191.8,nodeA:152;nodeB:229;nodeC:245,shard1:369;shard2:105;shard3:375;shard4:135,1225ms,0.29,0.11,0.022,0.04,28s,6.7s,0.38,828,0.44,0.56,0.81,24.6,0.92,UTC+9,Alibaba Cloud,ap-northeast-1,77,21,108.5,63,4,0.3,0.49,0.74,0.36,0.71,4,shard1:0.3;shard2:0.7,0.75,72.5,72.6,0.11,4.3,0.72,3.8,113ms,0.63,275,511ms,0.17,0.984,83.6,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,high_load,848,1707
15,3.2,ARM,105,89,DDR5,27.1,5.7,HDD,127,3725,74500,178ms,0.988,true,22.9,29.8,1291.8,nodeA:28;nodeB:204;nodeC:43;nodeD:186,shard1:277;shard2:169;shard3:360;shard4:298,969ms,0.2,0.15,0.039,0.09,30s,7.2s,0.28,2857,0.55,0.45,0.88,24.7,0.95,UTC+0,Digital Ocean,europe-central,72,27,112.5,60,2,0.93,0.88,0.89,0.3,0.75,4,shard1:0.7;shard2:0.2;shard3:0.1,0.85,87.7,34.0,0.26,4.1,0.47,10.8,147ms,0.54,1316,752ms,0.2,0.989,87.4,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,active,869,56
34,3.5,x86,238,201,DDR5,147.7,28.5,SSD,636,1630,9780,90ms,0.989,true,26.1,73.3,797.8,nodeA:134;nodeB:152;nodeC:79,shard1:94;shard2:107;shard3:95,1456ms,0.09,0.08,0.01,0.07,8s,0.9s,0.15,832,0.44,0.56,0.95,74.7,0.85,UTC+0,Digital Ocean,europe-central,44,18,71.0,29,4,0.73,0.58,0.54,0.37,0.57,4,shard1:0.7;shard2:0.2;shard3:0.1,0.54,75.0,81.7,0.38,18.8,0.66,10.0,213ms,0.89,1571,792ms,0.12,0.981,84.0,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,maintenance,1889,1705
16,2.8,ARM,96,402,DDR5,158.8,14.9,NVMe,553,2809,36517,59ms,0.995,true,85.4,23.8,598.2,nodeA:31;nodeB:300;nodeC:220,shard1:266;shard2:397;shard3:292,1709ms,0.11,0.07,0.029,0.05,7s,1.8s,0.19,1893,0.6,0.4,0.87,15.9,0.91,UTC+8,AWS,ap-southeast-1,58,20,88.0,38,2,0.48,0.52,0.49,0.35,0.29,3,shard1:0.7;shard2:0.1;shard3:0.2,0.84,54.5,88.8,0.17,10.4,0.43,11.3,135ms,0.76,157,233ms,0.26,0.985,77.5,miner,"mining,consensus,pow","block_mining,pow_computation,block_production",block_mining:1;pow_computation:1;block_production:1,maintenance,2800,1918
18,3.9,x86,108,77,DDR4,55.8,11.9,NVMe,588,3681,25767,156ms,0.978,true,50.9,48.8,1397.2,nodeA:247;nodeB:208;nodeC:25;nodeD:81,shard1:92;shard2:112,629ms,0.1,0.12,0.038,0.01,18s,4.0s,0.4,1309,0.55,0.45,0.9,5.9,0.9,UTC+8,AWS,ap-southeast-1,36,26,75.0,33,3,0.91,0.46,0.75,0.5,0.57,2,shard1:0.6;shard2:0.3;shard3:0.1,0.8,56.3,27.2,0.13,5.9,0.71,14.4,212ms,0.8,1678,736ms,0.2,0.995,95.6,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,maintenance,2763,832
31,2.2,x86,186,110,DDR4,54.1,16.0,SSD,564,2222,44440,58ms,0.956,true,42.8,65.0,1362.2,nodeA:293;nodeB:247;nodeC:91;nodeD:271,shard1:210;shard2:317;shard3:230;shard4:360,1300ms,0.1,0.13,0.006,0.06,30s,2.0s,0.35,4515,0.69,0.31,0.86,22.8,0.82,UTC-5,Google Cloud,us-east-1,41,34,92.0,25,2,0.66,0.84,0.56,0.38,0.48,2,shard1:0.7;shard2:0.3,0.54,46.7,73.9,0.08,4.4,0.48,14.5,107ms,0.57,1985,723ms,0.01,0.986,97.0,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,idle,2227,1902
14,4.4,x86,84,205,DDR5,83.6,7.0,HDD,251,3986,59790,56ms,0.954,true,37.8,41.7,1403.7,nodeA:270;nodeB:68;nodeC:290;nodeD:198,shard1:342;shard2:194;shard3:332;shard4:188,1019ms,0.16,0.14,0.035,0.09,19s,3.5s,0.12,2306,0.8,0.2,0.84,11.8,0.83,UTC+1,Azure,europe-west,56,19,84.5,38,5,0.55,0.93,0.62,0.46,0.61,5,shard1:0.8;shard2:0.2,0.7,51.4,30.8,0.37,4.7,0.39,12.2,160ms,0.31,822,277ms,0.12,0.982,96.7,full_node,"consensus,validation,storage,relay","tx_processing,smart_contract_exec,data_storage,block_validation",tx_processing:1;smart_contract_exec:2;data_storage:3;block_validation:2,high_load,819,1128
20,3.2,x86,60,130,DDR5,39.6,7.1,SSD,279,1317,7902,182ms,0.987,true,71.5,18.7,980.3,nodeA:227;nodeB:27,shard1:147;shard2:53;shard3:267;shard4:323,479ms,0.23,0.05,0.032,0.07,7s,1.1s,0.21,3939,0.6,0.4,0.92,94.8,0.95,UTC-8,AWS,us-west-2,44,32,92.0,24,4,0.56,0.57,0.54,0.35,0.69,1,shard1:0.3;shard2:0.5;shard3:0.2,0.58,33.7,73.3,0.24,3.5,0.82,14.5,237ms,0.74,1959,798ms,0.05,0.989,92.3,validator,"validation,consensus,pos","block_validation,consensus_participation,stake_management",block_validation:1;consensus_participation:1;stake_management:2,idle,2872,1868
